Player_Name,Year,Month,Region,Platform,Days_Active,Sessions_Per_Month,Avg_Session_Time_Min,In_App_Purchase_USD,Clan_Joined,Update_Event,Satisfaction_Score,Churn_Risk_Score,Churned,Monthly_Active_Index
IronRaider1064,2014,5,North America,iOS,15,8,46.55,13.1,Yes,Minor,9.4,7.6,0,120
RoyalTitan5945,2020,3,Europe,Android,10,117,5.22,14.11,Yes,Minor,2.5,10.42,0,1170
SilentViper3306,2015,11,Asia,iOS,17,34,46.73,7.67,No,None,6.8,7.77,0,578
IceSlayer8995,2026,8,Asia,Android,7,88,54.02,31.27,No,Minor,6.7,10.33,0,616
IceDestroyer2295,2015,9,Asia,iOS,11,98,22.46,4.49,No,Minor,4.1,11.29,0,1078
ToxicDestroyer1374,2022,4,Asia,iOS,7,95,23.35,17.64,Yes,Minor,2,13.68,1,665
IronWizard2253,2018,9,North America,Android,11,93,5.06,39.39,Yes,None,7,10.74,0,1023
RoyalChampion8992,2015,9,Asia,iOS,24,58,28.6,35.92,Yes,Minor,5.1,5.4,0,1392
GhostWarrior7890,2024,7,Asia,Android,23,10,38.72,0.58,Yes,Major,2.7,7.11,0,230
RoyalSniper6848,2022,8,North America,iOS,24,9,11.75,6.54,Yes,Major,1.5,7.05,0,216
GhostChampion9468,2022,3,North America,iOS,15,82,41.14,25.09,No,Minor,9.5,8.66,0,1230
IceTitan9919,2014,5,Europe,iOS,19,55,25.12,27,Yes,Minor,4.7,8.04,0,1045
WarWizard5415,2024,3,North America,Android,19,18,42.01,13.18,Yes,Major,7.7,5.21,0,342
IronWarrior4619,2016,7,South America,iOS,24,38,18.81,4.52,No,None,2.2,5.41,0,912
NightDestroyer5521,2017,6,Europe,Android,25,45,47.61,6.54,Yes,Minor,6.6,4.08,0,1125
UltraChampion9316,2020,11,Europe,Android,10,93,35.19,32.28,No,Minor,1.2,11.2,0,930
IronDestroyer6102,2023,3,Asia,Android,16,43,34.33,4.27,No,None,4.8,9.4,0,688
DarkRaider8909,2017,9,Asia,iOS,20,22,31.85,57.05,No,Minor,3.2,6.87,0,440
RoyalViper7960,2015,12,South America,iOS,8,24,51.31,13.9,No,Minor,4,12.17,1,192
ShadowKing9793,2020,1,Asia,iOS,1,111,35.48,6.67,No,Minor,6.6,13.54,1,111
DarkHunter2856,2019,10,North America,iOS,2,12,13.78,9.87,No,Minor,4.2,14.98,1,24
StormTitan4230,2016,3,North America,iOS,29,30,39.42,5.93,No,None,3.2,4.47,0,870
ProWarrior3141,2019,11,Asia,Android,10,89,33.27,9.7,No,Minor,7.4,11.7,0,890
ProHunter4016,2024,10,Asia,Android,10,31,8.79,2.8,No,None,5.9,11.07,0,310
NightRaider4143,2019,11,North America,Android,10,36,36.96,34.65,Yes,Minor,6.6,11.51,0,360
IceTitan2342,2025,7,Europe,Android,9,46,9.37,66.29,No,Minor,4.4,12.26,1,414
WarWizard1789,2018,3,South America,Android,18,54,44.87,21.53,No,None,3.3,6.84,0,972
DarkKing7959,2017,3,South America,Android,2,85,41.01,33.07,Yes,Minor,3.2,14.06,1,170
IronDestroyer5620,2023,2,Europe,iOS,24,53,32.13,5.18,No,Major,9.9,2.59,0,1272
SilentTitan3073,2025,9,South America,Android,5,69,46.18,1.3,No,Minor,7,10.99,0,345
GhostDestroyer4030,2014,11,Asia,Android,21,67,20.44,19.73,Yes,Minor,1.9,7.8,0,1407
SilentViper6705,2023,4,Asia,Android,11,31,29.55,34.03,Yes,Minor,6.8,9.13,0,341
GhostDestroyer9834,2019,10,Asia,Android,6,104,5.84,35.96,No,None,1.9,13.83,1,624
IceWarrior8863,2015,6,South America,iOS,8,79,59.36,15.22,No,Minor,3.7,11.81,0,632
SilentMaster6277,2026,2,Europe,Android,8,109,8.09,19.46,No,None,8.6,12.02,1,872
IronMaster6352,2016,9,Asia,iOS,25,109,10.75,9.19,Yes,Minor,9.2,2.82,0,2725
ShadowDestroyer7696,2021,7,Europe,iOS,10,39,32.22,35.52,No,None,8.7,9.91,0,390
ProKnight2254,2023,10,North America,Android,11,42,25.67,23.92,Yes,None,6,10.2,0,462
IronChampion863,2019,5,North America,Android,19,42,34.28,4.11,No,Major,5.1,6.7,0,798
GhostMaster8959,2016,7,North America,iOS,25,46,50.93,6.55,No,Major,3.2,5.18,0,1150
WarRaider1061,2020,4,South America,Android,14,46,13.72,3.29,Yes,Minor,8.2,7.1,0,644
DarkViper7147,2017,10,South America,Android,11,53,40.17,14.09,No,None,6.6,8.75,0,583
ShadowKnight5486,2022,7,Asia,Android,3,115,5.99,4.52,No,None,5.8,12.25,1,345
GhostLegend8546,2018,2,North America,iOS,1,61,48.45,3.46,Yes,None,3.3,15.58,1,61
RoyalWarrior9261,2016,7,Europe,Android,28,104,49.86,3.5,No,None,3.8,2.98,0,2912
IceMaster492,2015,4,South America,iOS,27,58,25.87,6.18,Yes,Minor,3.2,4.47,0,1566
IceRaider1139,2024,4,Europe,iOS,21,14,14.53,33.11,Yes,None,6.7,6.05,0,294
EliteWarrior7456,2015,1,Europe,iOS,23,64,49.61,55.71,No,None,6.5,5.22,0,1472
RoyalWarrior1096,2016,12,Asia,Android,3,44,55.01,109.73,Yes,None,2.5,13.14,1,132
UltraChampion6916,2015,3,Asia,iOS,9,5,9.14,0.82,Yes,Minor,4,11.22,0,45
UltraRider1689,2017,5,Europe,Android,1,90,36.89,16.83,No,Minor,1.2,17.14,1,90
ToxicRider7665,2015,5,Europe,iOS,22,68,56.6,6.2,No,Minor,2.6,7.13,0,1496
EliteKing3862,2023,2,Europe,Android,12,85,40.41,90.03,No,Major,5.8,9.56,0,1020
RoyalKing3187,2022,4,Europe,Android,12,16,50.12,83.12,No,None,4.4,10.96,0,192
ShadowKing8698,2015,1,North America,iOS,6,112,17.64,54.39,No,Minor,6.3,11.68,0,672
SilentTitan2457,2022,9,Europe,iOS,30,61,10.63,0.29,No,Major,4.8,3.88,0,1830
ToxicSlayer7123,2026,1,South America,iOS,29,81,25.69,3.36,No,None,1.8,4.18,0,2349
RoyalHunter6900,2019,6,Asia,Android,8,93,26.73,16.08,No,None,7,12.03,1,744
EliteKing1231,2014,7,South America,Android,29,30,48.24,4.15,No,Major,9.5,2.86,0,870
SilentChampion2793,2017,3,Asia,Android,3,114,27.35,38.6,Yes,Minor,3.5,13.75,1,342
GhostDestroyer2003,2014,12,Asia,iOS,28,44,18.01,24.06,No,Minor,2.9,4.04,0,1232
EliteDestroyer3198,2019,1,Asia,Android,21,114,53.75,4.07,No,Minor,8.5,5.5,0,2394
StormWarrior2633,2026,7,South America,Android,11,107,48.05,34.12,Yes,None,3.4,11.38,0,1177
RoyalWizard3786,2017,3,Asia,Android,26,117,41.7,13.79,Yes,Minor,4.4,6.16,0,3042
IronChampion7622,2016,10,Europe,iOS,11,47,16.39,24.74,Yes,Minor,3,11.72,0,517
DarkSlayer9185,2016,12,Europe,iOS,5,101,16.26,3.01,No,Minor,6.7,11.92,0,505
WarSniper5975,2022,12,North America,Android,24,76,32.02,14.59,No,Minor,5.1,5.93,0,1824
IronDestroyer6732,2019,6,North America,iOS,7,17,34.2,29.95,Yes,None,4.3,11.44,0,119
SilentKnight2469,2022,12,North America,iOS,19,94,19.09,8.48,Yes,Minor,3.3,7.98,0,1786
WarSniper3743,2026,6,Europe,iOS,7,60,11.79,4.14,No,Minor,9.6,10.83,0,420
StormSlayer7588,2018,12,South America,iOS,10,21,24.98,20.4,Yes,Minor,1.8,10.86,0,210
WarKnight7926,2015,4,North America,iOS,8,92,28.6,20.66,No,Minor,3.5,12.29,1,736
GhostMaster9875,2021,12,Europe,iOS,21,28,7.89,4.57,No,Minor,4.1,7.52,0,588
ShadowHunter6448,2018,11,Asia,iOS,27,80,36.06,1.44,Yes,Minor,8.4,3.16,0,2160
RoyalRider2677,2015,6,South America,iOS,21,99,5.11,3.64,No,Major,9.6,4.92,0,2079
EliteMaster8131,2017,11,South America,iOS,30,62,13.31,6.45,No,Minor,1.1,4.65,0,1860
ProWizard9263,2022,10,Europe,Android,14,84,13.08,0.74,No,Minor,9.6,7.99,0,1176
DarkSniper8752,2017,4,Europe,Android,27,110,42.82,51.21,Yes,Minor,9.7,2.3,0,2970
DarkHunter1957,2026,8,Asia,iOS,1,65,31.72,5.24,No,None,9.2,13.18,1,65
IceSniper8157,2025,9,Asia,iOS,13,84,50.98,26.86,No,Minor,9.3,7.24,0,1092
WarWizard2173,2025,2,Asia,iOS,24,98,19.57,10.71,Yes,Major,8.2,5.38,0,2352
UltraKnight4177,2025,7,South America,iOS,29,32,16.58,13.94,Yes,None,3.7,3.32,0,928
GhostSniper6948,2026,9,South America,Android,6,71,49.16,15.4,No,None,8.2,12,0,426
FireSlayer4710,2017,9,North America,iOS,6,101,29.43,29.64,Yes,None,5.4,12.65,1,606
ShadowKing4152,2015,12,North America,Android,21,55,20.08,31.02,Yes,Minor,5.9,5.39,0,1155
GhostMaster656,2026,5,North America,Android,5,92,28,3.05,No,Major,1.2,13.7,1,460
FireKnight1944,2025,1,South America,Android,30,98,28.39,7.23,No,None,5.3,4.31,0,2940
RoyalWarrior178,2019,6,Asia,Android,3,108,36.47,17.02,No,Major,3.4,14.99,1,324
GhostMaster7824,2026,8,North America,Android,12,116,7.07,8.02,No,Minor,4,10.23,0,1392
ShadowDestroyer7855,2024,1,Asia,Android,15,96,18.64,2.85,Yes,Minor,5.3,10.09,0,1440
RoyalHunter9564,2015,2,Asia,iOS,3,115,30.68,10.5,Yes,None,7.2,13.4,1,345
IronHunter9469,2025,1,Asia,iOS,16,43,34.83,4.93,No,None,1.7,10.63,0,688
SilentRaider2160,2020,5,North America,Android,18,70,13.73,3.1,Yes,Minor,6.4,7.46,0,1260
ToxicRaider469,2016,2,North America,iOS,9,81,15.65,7.25,Yes,Major,3.7,13.08,1,729
NightWizard6800,2016,10,Asia,Android,8,105,45.02,7.12,Yes,None,8.4,11.79,0,840
IceMaster3871,2018,10,North America,iOS,11,78,48.21,2.05,Yes,None,9,8.14,0,858
ShadowSniper9937,2016,4,Europe,Android,3,44,9.13,17.55,Yes,None,1.9,15.28,1,132
ShadowKing4831,2015,1,North America,Android,5,17,59.45,7.55,No,Minor,8.9,11.67,0,85
SilentWizard7282,2023,7,Asia,iOS,10,23,28.82,3.81,Yes,Major,5.9,9.68,0,230
GhostWarrior7716,2022,8,Asia,Android,5,10,37.22,34.14,Yes,Major,2.5,14.65,1,50
StormMaster8253,2015,5,South America,iOS,8,22,37.65,0.05,No,None,1.1,12.94,1,176
EliteChampion1133,2024,2,South America,Android,6,108,24.03,12.11,Yes,Minor,6.4,11.29,0,648
ProWarrior1807,2015,8,Asia,iOS,23,13,34.96,11.42,Yes,None,5.8,5.03,0,299
DarkKing3712,2026,1,Europe,iOS,21,85,37.09,22.24,Yes,Minor,7.4,4.88,0,1785
IronDestroyer3145,2021,7,South America,iOS,16,72,46.84,9.87,No,Minor,5.6,8.76,0,1152
IronRaider6001,2022,1,Asia,iOS,12,58,41.4,14.38,No,Major,1.2,11.75,0,696
ProDestroyer9265,2020,12,South America,iOS,17,54,29.57,47.82,No,Major,4.9,7.61,0,918
IronKnight5568,2016,6,South America,Android,8,74,15.52,3.69,No,Major,8.6,10.05,0,592
ToxicSlayer6184,2022,6,Asia,Android,4,15,6.38,2.23,Yes,Major,4.4,12.41,1,60
ShadowLegend4841,2016,5,North America,iOS,21,59,40.85,27.47,No,Minor,3.4,8.51,0,1239
RoyalWizard71,2018,2,Europe,Android,17,46,31.27,27.17,No,Major,3.6,8.06,0,782
IronWarrior4712,2022,2,North America,Android,3,94,58.1,50.43,No,None,1.9,15.03,1,282
IceSniper8088,2025,9,Asia,iOS,18,15,10.41,81.68,Yes,None,4.5,7.02,0,270
RoyalTitan908,2016,5,Asia,iOS,16,76,8.99,9.7,No,Major,8,8.36,0,1216
ToxicTitan7976,2020,5,Europe,Android,28,71,14.97,9.48,No,None,1.5,5.33,0,1988
IceViper9487,2025,7,Asia,iOS,2,6,25.73,47.01,No,Minor,9.3,11.78,0,12
ProChampion280,2014,6,South America,iOS,13,86,14.63,39.42,Yes,Minor,5.1,8.32,0,1118
StormDestroyer8949,2017,2,Europe,iOS,1,70,30.51,9.41,Yes,None,6.9,12.6,1,70
ToxicSlayer1566,2017,11,North America,Android,22,30,23.68,1.59,Yes,Minor,4.4,5.75,0,660
ProChampion7571,2020,1,Europe,iOS,24,80,59.97,17.41,No,Minor,3.4,5.61,0,1920
UltraViper7432,2021,5,North America,Android,3,41,58.17,6.26,Yes,None,1.8,16.26,1,123
RoyalRaider5352,2014,4,Asia,iOS,1,94,25.06,47.85,Yes,Major,5.2,15.92,1,94
UltraWizard222,2018,12,North America,Android,30,40,48.57,32.81,No,None,4.8,2.03,0,1200
GhostTitan3758,2020,3,North America,iOS,26,20,18.29,46.25,No,None,6.2,4.71,0,520
SilentSlayer20,2025,2,North America,iOS,2,82,8.18,1.69,Yes,None,4.6,13.5,1,164
FireTitan8773,2017,10,Europe,iOS,19,70,7.23,39.99,No,Minor,5,5.98,0,1330
RoyalSlayer9711,2026,2,South America,Android,22,25,6.6,17.98,No,None,8.1,5.67,0,550
ToxicRaider307,2017,4,North America,Android,30,11,45.48,4.85,Yes,Major,2.1,2.91,0,330
ProViper6672,2017,2,Europe,Android,3,15,23.82,7.17,Yes,None,4.7,13.32,1,45
ProSlayer7630,2025,4,Europe,Android,25,60,50.31,12.2,No,None,2.3,5.05,0,1500
ProHunter1661,2019,3,South America,iOS,28,48,53.06,19.76,No,None,9.4,1.61,0,1344
NightRaider9660,2020,9,Europe,iOS,1,58,21.8,5.3,Yes,Minor,8.5,12.15,1,58
GhostViper2457,2015,7,Asia,Android,23,97,20.9,4.64,Yes,None,8.6,5.53,0,2231
StormChampion9139,2018,11,Asia,Android,26,61,21.94,44.54,No,Minor,2.2,4.71,0,1586
ToxicHunter6280,2017,12,Asia,Android,24,62,31.15,37.32,Yes,Minor,8.9,5.67,0,1488
StormKing750,2026,3,South America,Android,9,41,5.88,29.12,No,Minor,2.3,13.67,1,369
RoyalTitan3497,2016,8,Europe,Android,8,52,5.6,28.62,Yes,None,5.2,12.85,1,416
FireChampion3772,2020,9,Asia,Android,5,66,45.45,29.05,Yes,Major,1.9,15.14,1,330
NightKnight3146,2024,7,North America,iOS,1,43,49.45,51.57,Yes,Minor,9.4,11.9,0,43
IceRider3519,2025,6,Europe,Android,15,96,16.23,37.12,No,Minor,9.9,8.09,0,1440
SilentRaider7443,2019,4,Asia,Android,17,68,37.66,9.84,No,None,4.8,7.07,0,1156
RoyalRider759,2020,5,Europe,Android,30,108,16.88,12.75,Yes,Minor,9.5,1.46,0,3240
ToxicWarrior9031,2018,8,Asia,iOS,15,72,45.38,18.56,Yes,Minor,1.8,9.85,0,1080
ToxicMaster8573,2026,3,North America,Android,8,72,28.13,12.91,Yes,Major,9.2,9.17,0,576
RoyalChampion7863,2019,2,Europe,iOS,23,31,50.25,7.05,Yes,Major,4.1,5.74,0,713
GhostHunter7570,2018,3,Asia,iOS,21,74,57.17,39.49,Yes,Minor,7,5.35,0,1554
GhostChampion6778,2020,12,Asia,Android,26,102,35.55,32.54,No,None,4.2,5.11,0,2652
DarkRaider2222,2015,7,North America,iOS,3,109,54.54,9.88,Yes,Minor,6.4,13.22,1,327
GhostSniper6877,2024,8,North America,Android,9,108,6.86,2.44,Yes,None,3.1,12.33,1,972
ProTitan8403,2018,1,Asia,iOS,20,86,30.45,0.1,Yes,None,6.6,5.03,0,1720
ProRider6077,2019,7,Asia,Android,14,64,32.69,1.94,No,Minor,5.6,10.04,0,896
SilentChampion4189,2019,9,South America,Android,6,48,27.87,3.36,Yes,Major,4.3,12.84,1,288
DarkWizard981,2018,12,South America,iOS,27,116,22.32,21.45,Yes,Minor,5,3.2,0,3132
FireRaider6008,2023,3,Europe,Android,20,34,44.76,4.96,No,None,5.5,6.55,0,680
StormLegend5935,2020,3,Europe,Android,25,101,35.4,20.15,Yes,Major,4.7,4.62,0,2525
GhostLegend4800,2023,8,South America,iOS,4,62,9.53,7.96,Yes,Major,1.6,15.49,1,248
IceRaider2788,2021,4,Asia,iOS,30,88,57.29,45.09,Yes,Minor,8.1,3.06,0,2640
WarRider323,2020,8,North America,Android,24,40,53.81,12.66,Yes,None,7,3.78,0,960
EliteKing176,2018,5,Europe,iOS,27,114,24.44,22.35,No,Minor,7.1,4.61,0,3078
ProSlayer2055,2014,3,Asia,Android,12,118,18.54,12.36,Yes,None,1.5,11.58,0,1416
WarDestroyer8138,2026,4,North America,iOS,28,9,39.57,48.73,No,Minor,8,2.15,0,252
ToxicKing8937,2018,4,North America,iOS,3,103,7.38,23.26,Yes,Major,8,14.19,1,309
SilentMaster9251,2023,8,Asia,iOS,24,23,32.28,20.55,Yes,None,8.2,4.05,0,552
ProTitan9535,2015,6,Asia,Android,27,16,41.99,17.94,No,None,6.5,4.63,0,432
UltraSlayer3552,2026,7,Europe,Android,3,94,27.37,89.5,Yes,None,5.6,14.13,1,282
StormKnight8700,2018,9,South America,Android,30,64,58.48,23.09,Yes,Minor,8.9,2.72,0,1920
ToxicWizard8633,2018,6,Asia,Android,27,87,44.54,28.06,No,Major,6.2,2.62,0,2349
DarkViper7915,2015,3,South America,Android,21,15,56.37,1.7,No,None,1.8,6.69,0,315
IronLegend6276,2018,3,Europe,iOS,17,57,54.93,33.66,Yes,Minor,4.1,9.11,0,969
ShadowKnight9411,2026,11,South America,Android,6,24,12.24,18.16,No,Major,7.4,10.82,0,144
ToxicLegend3108,2017,3,South America,iOS,15,77,41.77,8.21,No,Minor,4.7,9.84,0,1155
NightSniper2527,2014,12,North America,iOS,11,88,37.82,17.43,No,Major,8.2,9.06,0,968
UltraSlayer9667,2016,10,Europe,iOS,18,31,8.02,19.65,Yes,Minor,5.2,8.05,0,558
DarkMaster1578,2014,2,Asia,Android,28,62,22.48,6.03,Yes,None,4.5,3.55,0,1736
IceRider2977,2025,1,South America,iOS,3,9,34.4,11.49,Yes,None,4.1,14.37,1,27
IceLegend1911,2024,11,Europe,Android,27,78,35.15,25.56,Yes,None,3.8,4.92,0,2106
ToxicTitan607,2018,10,North America,Android,17,13,49.77,5.12,Yes,Minor,5.3,7.91,0,221
SilentRider1991,2017,1,North America,Android,11,93,37.32,36.17,Yes,Minor,6.4,11.47,0,1023
EliteMaster9599,2020,4,South America,Android,6,81,30.66,1.61,No,Minor,9.3,12.73,1,486
IceHunter5978,2018,3,South America,iOS,5,36,46.36,17.41,Yes,None,7.6,13.44,1,180
SilentSlayer4674,2023,5,Asia,Android,10,76,36.4,9.55,No,None,2.9,12.34,1,760
StormRider2885,2017,12,Europe,iOS,2,58,53.61,1.1,Yes,None,5.1,13.04,1,116
IceChampion9415,2015,9,Asia,iOS,15,49,54.8,29.79,Yes,Minor,3.8,10.64,0,735
RoyalSlayer2442,2017,12,Asia,Android,11,31,38.24,15.82,Yes,Major,3.2,11.55,0,341
ShadowWizard3665,2025,8,North America,iOS,24,90,36.04,25.13,No,Major,6.9,3.62,0,2160
EliteDestroyer1854,2015,12,Europe,iOS,25,32,43.57,9.56,Yes,None,2,6.39,0,800
ToxicLegend8865,2021,9,Asia,iOS,14,22,44.9,39.27,No,Major,1.2,10.11,0,308
GhostChampion8565,2016,5,North America,Android,14,91,44.99,1.75,Yes,Minor,4.7,10.7,0,1274
ShadowWizard3866,2022,8,South America,iOS,3,109,39.14,5.31,No,Major,2.2,15.28,1,327
WarSniper8637,2026,4,Asia,Android,28,35,46.95,31.66,Yes,Major,5.6,3.96,0,980
WarRaider6646,2017,5,South America,Android,22,45,12.93,61.88,No,Minor,6,5.08,0,990
FireLegend6258,2026,12,Europe,Android,22,38,50.18,37.47,No,Minor,2.5,8,0,836
ProSniper7997,2019,3,Asia,Android,16,11,22.07,5.25,Yes,None,7.3,9.18,0,176
UltraKing3555,2023,5,South America,iOS,14,9,53.71,8.57,No,Minor,2,10.69,0,126
ProSniper6743,2018,12,South America,iOS,10,25,12.25,29.01,No,Minor,6.6,11.72,0,250
GhostKing8085,2023,3,Europe,iOS,22,10,5.2,58.48,No,None,6.8,4.71,0,220
UltraTitan1349,2026,5,North America,Android,8,49,5.86,6.83,No,Minor,8.3,10.76,0,392
ProLegend3750,2014,11,North America,iOS,12,118,16.56,9.77,Yes,Minor,9,7.89,0,1416
SilentSlayer171,2022,5,Asia,Android,5,39,11.26,0.46,No,Major,7,13.15,1,195
IceKing4064,2014,6,South America,iOS,26,110,35.47,14.04,No,Minor,6.6,3.9,0,2860
IceKnight2429,2021,9,North America,Android,26,91,29.66,1.85,Yes,Major,7.1,5.2,0,2366
SilentRider8912,2022,1,Asia,Android,13,7,38.33,1.79,Yes,Major,5.7,10.85,0,91
RoyalMaster3008,2022,12,South America,Android,24,37,15.6,28.65,Yes,Minor,6.6,5,0,888
WarChampion8384,2014,10,Asia,Android,12,42,46.46,8.43,No,Minor,9.2,7.74,0,504
StormSlayer8489,2015,6,Europe,iOS,3,91,38.58,54.87,No,None,7.2,12.69,1,273
RoyalTitan5226,2025,1,Asia,Android,23,84,17.17,25.18,Yes,Minor,3.7,7.4,0,1932
RoyalKing3847,2026,6,Europe,iOS,17,93,26.94,6.98,Yes,None,7.4,7.58,0,1581
WarMaster4239,2014,2,South America,iOS,20,117,44.5,22.91,Yes,None,1.8,6.84,0,2340
RoyalSlayer8843,2023,8,South America,iOS,5,20,42.42,40.14,No,None,5.1,11.68,0,100
GhostWizard7128,2015,11,South America,Android,23,93,35.93,11.46,No,Minor,4.5,7.27,0,2139
ProKnight4514,2023,3,Asia,Android,30,110,58.85,16.5,No,Minor,4,4.03,0,3300
ShadowViper3186,2025,10,South America,Android,6,75,12.25,4.9,No,Minor,6.6,12.4,1,450
IceDestroyer8677,2021,6,South America,iOS,13,12,31.86,10.29,Yes,Minor,2.5,9.2,0,156
ToxicDestroyer7466,2018,6,Europe,Android,6,7,39.32,17.3,No,None,9.5,11.75,0,42
UltraMaster9473,2025,4,South America,Android,13,73,59.67,19.12,No,Minor,3.3,11.62,0,949
ProRaider4486,2024,5,South America,iOS,15,23,34.84,25.46,Yes,Minor,7.2,8,0,345
IronHunter3112,2020,2,South America,Android,2,11,29.33,63.1,Yes,Major,4.9,15.05,1,22
WarKing4665,2015,10,North America,iOS,11,118,55.73,36.47,Yes,None,2.8,12.02,1,1298
EliteWarrior6825,2021,10,South America,iOS,16,90,32.85,38.16,No,Minor,4.8,9.52,0,1440
GhostSniper7845,2024,8,Asia,iOS,18,94,56.66,16.31,Yes,None,4.3,7.71,0,1692
IceChampion814,2019,10,Europe,Android,2,54,46.27,3.11,No,Major,8,13.73,1,108
EliteRaider7275,2021,7,South America,Android,10,93,14.23,20.18,Yes,None,6.9,9.18,0,930
RoyalRaider8152,2014,10,Asia,iOS,13,10,14.21,10.43,No,Minor,8.5,7.95,0,130
RoyalRider9082,2014,6,Europe,iOS,28,9,22.49,0.65,Yes,Minor,1.4,4.34,0,252
SilentHunter9623,2025,7,Europe,Android,8,106,8.72,4.33,Yes,None,8.5,11.63,0,848
RoyalKing4202,2020,12,Asia,Android,7,65,34.84,28.47,Yes,Minor,4.7,12.8,1,455
WarLegend8615,2021,1,Asia,iOS,16,106,52.29,19.94,No,None,3.3,8.88,0,1696
DarkWizard7911,2026,5,North America,iOS,17,90,27,76.73,No,Minor,2.8,8.56,0,1530
EliteViper3698,2016,7,North America,iOS,9,99,40.66,51.4,Yes,None,4.1,11.51,0,891
SilentTitan269,2018,1,South America,Android,27,62,58.98,18.04,No,Major,4.1,4.59,0,1674
IceKing8341,2025,2,North America,iOS,27,26,15.66,3.37,Yes,None,2.3,5.16,0,702
DarkRider5417,2014,9,Asia,Android,8,61,24.69,8.2,No,Minor,6.4,11.35,0,488
SilentWarrior216,2020,12,North America,iOS,29,79,6.37,5.31,No,None,1.7,4.67,0,2291
ToxicChampion6565,2018,3,Europe,Android,25,36,17.75,12.72,Yes,None,5.5,4.04,0,900
ShadowRaider738,2021,6,Asia,iOS,20,21,47.87,32.25,No,Major,4.5,7.38,0,420
ToxicRaider8689,2026,7,South America,Android,5,62,41.11,34.5,No,Major,8.3,13.45,1,310
IronSniper1441,2021,9,Europe,Android,27,45,48.11,3.92,Yes,None,3,4.41,0,1215
ToxicKing9254,2022,5,Europe,Android,5,26,28.39,15.93,Yes,Major,6,11.42,0,130
DarkKnight5883,2020,4,Europe,Android,27,84,45.46,22.59,No,Major,2.1,6.18,0,2268
RoyalSniper3633,2024,11,Asia,Android,25,46,37.98,10.1,Yes,Major,7.5,4.85,0,1150
DarkDestroyer8691,2014,12,Asia,Android,24,83,23.06,47.17,Yes,Major,3.9,6.94,0,1992
RoyalHunter7633,2026,2,South America,iOS,13,12,27.68,8.9,Yes,None,9.6,9.5,0,156
ProLegend5472,2016,3,North America,iOS,16,50,34.77,13.47,No,None,9.2,8.31,0,800
FireRider1921,2021,5,North America,iOS,26,52,57.6,17.68,Yes,Minor,5.3,3.04,0,1352
GhostWizard4733,2016,11,North America,Android,22,119,56.22,11.15,Yes,Minor,8.1,6.26,0,2618
SilentSniper2879,2021,2,North America,Android,27,7,59.26,66.28,No,Minor,1.7,4.36,0,189
DarkKing6894,2014,4,Europe,iOS,26,81,5.9,28.58,Yes,Minor,8,2.46,0,2106
GhostDestroyer2233,2018,1,Asia,Android,11,34,44.44,35.33,Yes,None,5,9.8,0,374
ProDestroyer8611,2017,4,North America,Android,15,32,54.21,27.94,No,Minor,1.9,10.96,0,480
IronMaster9523,2018,7,Europe,iOS,26,77,45.66,17.74,Yes,Major,3.5,6.06,0,2002
GhostKing4707,2021,12,Asia,iOS,17,80,27.9,0.57,Yes,Major,3.7,8.29,0,1360
IronSniper5440,2023,3,Asia,iOS,15,29,44.86,28.94,No,None,7.5,8.6,0,435
ProSlayer9834,2017,10,Asia,iOS,23,41,29.43,18.97,Yes,Minor,8.1,5.39,0,943
WarRaider9894,2024,8,Europe,iOS,25,89,44.28,1.68,No,Major,5.8,5.16,0,2225
StormHunter9282,2017,6,North America,iOS,12,55,47.92,2.52,Yes,None,4,10.77,0,660
IceWarrior6012,2016,6,Asia,iOS,4,43,51.38,13.12,No,None,4.7,14.49,1,172
UltraKing8848,2020,1,Europe,Android,4,107,45.04,38.32,No,Minor,6.6,12.51,1,428
DarkWizard1886,2016,5,Asia,Android,21,87,13.8,16.14,No,None,6.7,5.63,0,1827
ToxicLegend265,2025,3,South America,Android,16,76,56.5,50.42,Yes,None,2.6,8.88,0,1216
WarChampion2498,2016,10,South America,Android,15,106,16.74,33.82,No,Minor,5.5,8.13,0,1590
EliteLegend848,2024,1,Europe,iOS,8,71,24.67,19.93,Yes,None,6.1,12.73,1,568
GhostKing7836,2023,8,North America,Android,27,90,28.6,7.52,Yes,None,7.7,2.52,0,2430
EliteLegend8681,2018,7,North America,Android,21,5,44.18,38.31,Yes,Major,5.2,7.19,0,105
StormMaster4870,2018,7,Asia,Android,20,42,43.57,21.53,No,None,9.4,6.25,0,840
ShadowRider4596,2019,12,North America,Android,8,56,57.89,16.09,Yes,Minor,7,11.95,0,448
GhostRider9501,2021,10,North America,iOS,11,67,15.37,13.89,Yes,Minor,7.5,10.32,0,737
WarWarrior6788,2023,10,South America,Android,21,56,29.79,4.79,No,None,6.3,4.89,0,1176
ToxicLegend3947,2019,10,Europe,iOS,24,87,16.21,0.32,Yes,Minor,8.6,3.48,0,2088
StormViper5350,2025,4,South America,iOS,17,89,41.99,25.21,Yes,Minor,4.2,9.81,0,1513
NightRider7682,2014,11,Europe,Android,3,64,16.72,50.42,No,Major,1.3,14.03,1,192
RoyalWarrior541,2021,6,Asia,iOS,7,17,52.73,4.06,No,None,2,12.6,1,119
